source,target
519,439286
519,211921
519,247274
519,21116
519,71895
519,144372
519,165636
519,433854
519,80890
519,318121
519,89088
519,125552
519,86735
519,204183
519,297628
519,167159
519,17746
519,1411
519,129201
519,207709
519,261738
519,269438
519,207405
519,53825
519,270379
519,3183
519,446775
519,395388
519,436283
519,200278
519,167
519,148620
519,599
519,150669
519,220981
519,138255
519,392397
519,115639
519,437003
519,425928
519,13808
519,50948
519,455851
519,10738
519,233404
519,254716
519,1170
519,167837
519,217396
519,143990
519,85844
519,355961
519,98202
519,281974
519,163003
519,394670
519,205161
519,89085
519,410803
519,76348
519,414841
519,184264
519,87365
519,38362
519,403761
519,118691
519,97310
519,359010
519,4361
519,13417
519,201107
519,240815
519,215057
519,58285
519,380338
519,419553
519,95971
519,252851
519,224957
519,269290
519,150680
519,60219
519,224925
519,237987
519,247789
519,390777
519,79477
519,137726
519,85746
519,132760
519,387509
519,442856
519,455249
519,357766
519,258556
519,226474
519,265163
519,144029
519,361482
519,423395
519,184453
519,392921
519,86365
519,79751
519,448689
519,168424
519,269431
519,240738
519,180496
519,397603
519,279317
519,347381
519,123961
519,424865
519,166216
519,88350
519,287316
519,149076
519,102091
519,236567
519,23947
519,358717
519,207082
519,148281
519,286391
519,27304
519,170938
519,367593
519,192275
519,173605
519,111924
519,99436
519,227050
519,239186
519,74805
519,26396
519,349868
519,106688
519,213100
519,230259
519,149208
519,201358
519,329352
519,403762
519,450422
519,199908
519,167969
519,331112
519,57688
519,59325
519,220118
519,414901
519,106046
519,121431
519,253230
519,111156
519,27071
519,289639
519,205045
519,455667
519,219599
519,354695
519,321254
519,62391
519,228427
519,59518
519,181764
519,19545
519,212599
519,147798
519,196674
519,164742
519,302856
519,241826
519,391163
519,92162
519,227554
519,59633
519,158623
519,148563
519,294787
519,201103
519,64223
519,141619
519,417851
519,292054
519,191413
519,98544
519,298767
519,425410
519,92975
519,274860
519,59327
519,82618
519,396032
519,96398
519,284015
519,392790
519,236079
519,453381
519,224757
519,235254
519,417912
519,140556
519,3620
519,36970
519,241520
519,310591
519,260829
519,18098
519,434889
519,219852
519,451654
519,134278
519,23160
519,228619
519,368677
519,315893
519,154198
519,441197
519,146922
519,322085
519,193253
519,243018
519,88949
519,173568
519,446445
519,430247
519,278165
519,405595
519,17564
519,205932
519,103892
519,350098
519,259779
519,54301
519,272544
519,265937
519,158361
519,413910
519,190465
519,368642
519,222085
519,156189
519,200541
519,278316
519,381256
519,76739
519,43767
519,124974
519,256154
519,431286
519,312807
519,104819
519,416526
519,50836
519,185098
519,250087
519,128691
519,329864
519,99403
519,1188
519,282995
519,88690
519,417371
519,319856
519,144547
519,181604
519,149884
519,136111
519,224381
519,193287
519,247792
519,243698
519,101745
519,298099
519,34463
519,179258
519,143860
519,231470
519,200193
519,206216
519,241080
519,237560
519,186015
519,389084
519,187752
519,210440
519,218603
519,235260
519,102896
519,49874
519,39307
519,396076
519,218158
519,357642
519,193405
519,382502
519,48355
519,211017
519,17985
519,894
519,447310
519,35446
519,442400
519,196562
519,34150
519,232171
519,180747
519,414255
519,14368
519,219373
519,3652
519,394725
519,302529
519,271258
519,191924
519,200462
519,349265
519,26175
519,331521
519,26477
519,286799
519,190851
519,248367
519,80716
519,456476
519,154203
519,268523
519,146381
519,413049
519,277072
519,145635
519,13987
519,300683
519,403954
519,272025
519,171875
519,176252
519,380697
519,444102
519,425345
519,90758
519,217042
519,41775
519,372966
519,257717
519,35168
519,314620
519,102216
519,267090
519,199181
519,235413
519,154350
519,170530
519,109039
519,91392
519,425925
519,346521
519,169873
519,62162
519,24959
519,239666
519,86357
519,245245
519,391191
519,261286
519,164904
519,112675
519,104479
519,301067
519,212342
519,135965
519,248634
519,385944
519,244925
519,354645
519,276956
519,67886
519,35200
519,188589
519,7247
519,449502
519,99250
519,346901
519,280334
519,191321
519,88419
519,39891
519,263639
519,150267
519,448778
519,129702
519,392248
519,235694
519,165635
519,220968
519,132027
519,170114
519,18266
519,155850
519,232839
519,138369
519,373298
519,336968
519,109590
519,178105
519,297307
519,26134
519,191349
519,62352
519,314418
519,408082
519,87215
519,246346
519,322327
519,6884
519,387895
519,230631
519,6418
519,289396
519,121612
519,169047
519,44595
519,207371
519,18641
519,37949
519,131777
519,143747
519,161102
519,176500
519,75640
519,126444
519,156283
519,92164
519,44384
519,378747
519,132076
519,75798
519,201187
519,53961
519,340500
519,134154
519,20881
519,241087
519,6084
519,222710
519,28343
519,314293
519,174301
519,171280
519,346315
519,154907
519,132015
519,8966
519,76567
519,297883
519,49950
519,41299
519,94768
519,252981
519,146204
519,421136
519,18065
519,6982
519,328868
519,300148
519,226936
519,169751
519,82005
519,407456
519,435728
519,301815
519,175014
519,296176
519,251647
519,251244
519,138383
519,373456
519,86150
519,3566
519,275075
519,302329
519,259849
519,59168
519,292581
519,249743
519,96328
519,131571
519,428292
519,246016
519,197051
519,158185
519,384720
519,225461
519,270709
519,127490
519,407180
519,136948
519,36489
519,262451
519,141887
519,257563
519,97433
519,296963
519,125183
519,443052
519,365970
519,67517
519,268195
519,336325
519,432869
519,98934
519,209979
519,266586
519,269108
519,12147
519,48398
519,232725
519,6520
519,117800
519,318170
519,445899
519,259054
519,2613
519,184805
519,130772
519,354215
519,238988
519,285393
519,90067
519,255932
519,258555
519,155690
519,95257
519,248862
519,43296
519,171596
519,17182
519,295602
519,107064
519,255600
519,231338
519,64813
519,177736
519,189312
519,221333
519,320599
519,137843
519,148864
519,8442
519,342435
519,435475
519,7493
519,385206
519,278931
519,124065
519,154681
519,45137
519,167606
519,215250
519,115093
519,10505
519,383180
519,259387
519,170007
519,403058
519,122673
519,199071
519,60496
519,299267
519,88117
519,212590
519,142114
519,387596
519,201067
519,416640
519,285099
519,286028
519,86166
519,354133
519,23965
519,269807
519,3002
519,351374
519,222961
519,381844
519,31501
519,231065
519,87014
519,452517
519,48547
519,153197
519,319193
519,132190
519,43554
519,120019
519,168859
519,414010
519,154135
519,262719
519,328678
519,434791
519,349873
519,31404
519,258372
519,427619
519,132177
519,69105
519,78757
519,178894
519,152429
519,223061
519,123912
519,143547
519,192434
519,1405
519,280933
519,232087
519,129986
519,176407
519,106960
519,169754
519,227148
519,219345
519,189244
519,336215
519,161195
519,41785
519,326882
519,240987
519,165123
519,221802
519,210369
519,55799
519,68332
519,210990
519,300140
519,237354
519,229447
519,219825
519,78204
519,114766
519,49025
519,402180
519,82394
519,426972
519,325983
519,32935
519,367842
519,67215
519,17873
519,69626
519,423157
519,34441
519,291478
519,133571
519,342434
519,285010
519,51334
519,371819
519,409288
519,142304
519,434615
519,164821
519,44115
519,101307
519,148880
519,6600
519,209611
519,42013
519,29559
519,190636
519,66813
519,184232
519,195972
519,378026
519,119333
519,317798
519,197097
519,440602
519,43175
519,416173
519,383740
519,401880
519,59691
519,90432
519,451936
519,204522
519,169202
519,8466
519,413750
519,147840
519,94979
519,181621
519,186507
519,101273
519,349928
519,137221
519,413203
519,273835
519,102695
519,142418
519,389369
519,114853
519,94207
519,287879
519,347284
519,145266
519,167195
519,180981
519,414614
519,170564
519,194430
519,378132
519,347747
519,79986
519,19870
519,93592
519,215682
519,109001
519,130191
519,150305
519,360682
519,158477
519,196848
519,310007
519,213526
519,15233
519,121011
519,73835
519,63147
519,295238
519,155607
519,399281
519,341536
519,237647
519,150209
519,193609
519,401520
519,38805
519,279168
519,29855
519,37990
519,281806
519,248635
519,356205
519,73119
519,88113
519,231567
519,17397
519,194239
519,302974
519,264432
519,25582
519,358888
519,23970
519,21397
519,157300
519,380949
519,413545
519,70457
519,3699
519,146018
519,121772
519,298744
519,51638
519,204701
519,323628
519,70259
519,127211
519,40433
519,148787
519,197046
519,52531
519,10109
519,258301
519,338681
519,434146
519,96189
519,71388
519,419196
519,217192
519,426236
519,176567
519,132672
519,223158
519,198312
519,441032
519,23642
519,39470
519,224164
519,97610
519,439453
519,120778
519,162906
519,386260
519,76320
519,289648
519,86049
519,428958
519,173137
519,21362
519,148028
519,30453
519,345567
519,21386
519,37498
519,294125
519,141476
519,253351
519,195947
519,156969
519,112420
519,38535
519,35604
519,361254
519,143197
519,71531
519,152979
519,196499
519,142548
519,116537
519,212261
519,37903
519,260616
519,12751
519,142573
519,216763
519,113038
519,175868
519,35422
519,160936
519,229172
519,93816
519,337048
519,328545
519,363710
519,51274
519,288705
519,88540
519,328550
519,316863
519,386063
519,196723
519,105165
519,227448
519,166643
519,222851
519,284523
519,155971
519,56332
519,207971
519,159627
519,236737
519,108386
519,73581
519,83516
519,10064
519,60679
519,361113
519,168211
519,432632
519,285309
519,171185
519,356712
519,295426
519,81723
519,333935
519,385978
519,200331
519,312595
519,117437
519,68654
519,28201
519,265719
519,307771
519,434873
519,412029
519,362054
519,192549
519,396727
519,420174
519,193318
519,262161
519,16057
519,289055
519,402506
519,153566
519,25513
519,118274
519,390829
519,191327
519,338671
519,364786
519,371424
519,43107
519,45150
519,137457
519,220181
519,165303
519,22140
519,219512
519,48101
519,64070
519,96538
519,292074
519,329686
519,213704
519,15519
519,326651
519,141675
519,399641
519,411637
519,110785
519,281951
519,47741
519,50300
519,453732
519,335103
519,321129
519,77616
519,218613
519,165806
519,130478
519,447143
519,240701
519,189133
519,342229
519,185456
519,105919
519,13076
519,420157
519,320785
519,383283
519,374519
519,432839
519,333568
519,410910
519,251191
519,253033
519,225966
519,418246
519,76738
519,195446
519,346724
519,428748
519,35551
519,100414
519,202963
519,410813
519,28548
519,87184
519,274022
519,168145
519,382314
519,164576
519,135257
519,125606
519,51878
519,436485
519,311641
519,237451
519,85314
519,3433
519,176232
519,80693
519,285140
519,321624
519,65106
519,205972
519,119023
519,143610
519,386705
519,142586
519,222253
519,312650
519,90445
519,202609
519,101373
519,443144
519,115986
519,254400
519,130347
519,126816
519,18102
519,69695
519,106333
519,85184
519,308127
519,152833
519,455696
519,420889
519,81405
519,189689
519,63713
519,94891
519,55758
519,218355
519,229464
519,369293
519,218305
519,162303
519,165323
519,283614
519,286696
519,110167
519,117540
519,429810
519,130712
519,26388
519,277584
519,148883
519,426054
519,170788
519,129439
519,443377
519,115094
519,136878
519,375996
519,451041
519,110392
519,239699
519,13953
519,454029
519,252714
519,397143
519,355186
519,392
519,48039
519,384829
519,402039
519,78652
519,134785
519,338230
519,121003
519,147205
519,374173
519,180648
519,401344
519,300649
519,247342
519,416708
519,158866
519,33989
519,213559
519,183978
519,323547
519,124073
519,18114
519,403963
519,60422
519,150882
519,133047
519,17035
519,77579
519,148884
519,201514
519,280510
519,52140
519,209915
519,196590
519,450255
519,311820
519,72388
519,46439
519,250019
519,170950
519,207011
519,302791
519,289387
519,246516
519,32504
519,188277
519,191169
519,118088
519,223809
519,79526
519,418672
519,175266
519,122381
519,453971
519,170862
519,407628
519,293188
519,225045
519,292398
519,17296
519,309600
519,137989
519,11453
519,183496
519,86898
519,226764
519,166186
519,329674
519,110797
519,84534
519,35421
519,221491
519,386291
519,357793
519,21340
519,133311
519,389992
519,83860
519,440921
519,438066
519,194078
519,173832
519,384482
519,221326
519,36734
519,12745
519,287699
519,342835
519,406517
519,16962
519,156929
519,58621
519,420107
519,274185
519,32743
519,31053
519,218288
519,284053
519,439798
519,198357
519,157094
519,295153
519,44726
519,389542
519,255052
519,228862
519,325434
519,182985
519,95935
519,20743
519,133011
519,13143
519,349683
519,439003
519,455480
519,250060
519,76080
519,111730
519,120397
519,191582
519,40810
519,292950
519,47340
519,90191
519,337173
519,198611
519,158319
519,417482
519,151943
519,52908
519,77917
519,212478
519,221680
519,29666
519,137000
519,331887
519,311766
519,447986
519,5087
519,10741
519,127814
519,399081
519,22228
519,400785
519,409056
519,213034
519,159066
519,269583
519,164757
519,282368
519,198285
519,60882
519,85283
519,13878
519,176817
519,171057
519,160361
519,313244
519,17133
519,293820
519,254614
519,111629
519,352785
519,325201
519,453639
519,314518
519,158683
519,212912
519,111343
519,241997
519,84375
519,160163
519,79157
519,255732
519,16017
519,116493
519,197952
519,274788
519,69577
519,240465
519,102794
519,167696
519,26158
519,40541
519,103008
519,11769
519,427339
519,148534
519,263815
519,147620
519,75349
519,47117
519,411530
519,442102
519,304317
519,248745
519,435491
519,432405
519,99939
519,280525
519,120339
519,213116
519,284978
519,262420
519,345498
519,11830
519,78756
519,38478
519,171154
519,198152
519,7029
519,145075
519,145254
519,370
519,159618
519,198417
519,386566
519,81083
519,76603
519,257315
519,51831
519,223687
519,455457
519,376616
519,44878
519,60742
519,49080
519,251899
519,290062
519,315402
519,247674
519,54737
519,411747
519,405007
519,90473
519,447082
519,68505
519,68643
519,94250
519,162636
519,336203
519,451377
519,17752
519,418415
519,453719
519,349954
519,164057
519,136355
519,415587
519,10489
519,329482
519,189936
519,319804
519,107894
519,201108
519,396732
519,290533
519,54521
519,182033
519,245501
519,126662
519,315096
519,50130
519,191347
519,289275
519,407994
519,251670
519,13239
519,191984
519,341513
519,8209
519,225552
519,17332
519,113223
519,233912
519,88716
519,318314
519,84750
519,97973
519,52473
519,256653
519,170248
519,186574
519,4067
519,261327
519,280896
519,97675
519,200041
519,285257
519,235064
519,8669
519,260318
519,59599
519,360471
519,128932
519,330037
519,440245
519,381453
519,242729
519,8089
519,236433
519,356481
519,190770
519,41733
519,144996
519,178897
519,14739
519,324368
519,394311
519,306642
519,161848
519,400891
519,247100
519,199615
519,147235
519,333209
519,164178
519,385411
519,226804
519,325808
519,150332
519,205323
519,330790
519,128165
519,379786
519,266968
519,10496
519,165117
519,199668
519,219446
519,233033
519,4089
519,134010
519,86364
519,87919
519,299285
519,141739
519,17406
519,45577
519,435527
519,226088
519,32313
519,429920
519,231325
519,236161
519,221624
519,338576
519,295879
519,363562
519,411120
519,147736
519,104568
519,105544
519,94075
519,97121
519,3629
519,250049
519,363428
519,265554
519,65000
519,394578
519,267109
519,224189
519,386734
519,150383
519,58578
519,116459
519,29046
519,346372
519,104475
519,238909
519,106949
519,300961
519,67068
519,40144
519,27772
519,45951
519,120413
519,201131
519,326321
519,280746
519,240694
519,40509
519,50131
519,234945
519,139108
519,105619
519,431539
519,404082
519,221695
519,13777
519,145668
519,269039
519,303006
519,49154
519,95503
519,94310
519,276376
519,161334
519,213868
519,369686
519,171377
519,192700
519,98082
519,226245
519,169958
519,54916
519,439442
519,167122
519,200681
519,205416
519,18343
519,360997
519,88718
519,357908
519,91611
519,139165
519,261259
519,420499
519,323169
519,397969
519,103965
519,361440
519,2417
519,358646
519,115005
519,183154
519,447833
519,119890
519,66203
519,42099
519,84393
519,221294
519,33387
519,156402
519,81105
519,198927
519,377748
519,211202
519,5305
519,255249
519,435579
519,51640
519,210920
519,403627
519,141294
519,46265
519,427956
519,11852
519,36345
519,214490
519,314687
519,146202
519,319449
519,174849
519,207229
519,106970
519,353297
519,2746
519,49098
519,112555
519,245351
519,49528
519,448704
519,192904
519,342069
519,311857
519,106226
519,260289
519,388593
519,5123
519,74611
519,383707
519,27828
519,349682
519,8397
519,223731
519,167365
519,253599
519,418688
519,328912
519,80614
519,87986
148121,148125
148121,5299
148121,23119
86988,65544
86988,46638
65544,306067
65544,71642
65544,382399
132850,50909
132850,773
132850,1881
115999,7436
115999,21872
115999,11714
115999,4076
7436,397197
7436,214368
7436,172757
7436,145751
7436,234022
7436,305242
7436,154152
7436,171080
7436,184262
7436,106351
7436,320794
7436,153419
7436,127649
7436,247322
7436,312059
7436,199480
7436,250087
7436,65479
7436,186237
7436,70276
7436,410663
7436,174247
7436,394673
7436,276128
7436,144934
7436,322421
7436,133743
7436,230536
7436,425431
7436,204612
7436,336618
7436,272851
7436,293874
7436,212231
7436,230664
7436,431023
7436,192677
7436,304739
7436,93014
7436,340813
7436,385492
7436,438884
7436,230824
7436,136361
7436,138917
7436,231226
7436,90832
7436,23238
7436,193023
7436,441232
7436,208515
7436,49474
7436,163847
7436,282728
7436,280305
7436,256828
7436,219775
7436,58367
7436,364831
7436,448503
7436,225196
7436,22654
7436,393172
7436,298885
7436,183820
7436,180374
7436,112121
7436,387247
7436,62767
7436,448711
7436,276358
7436,96564
7436,343549
7436,217075
7436,396339
7436,192444
7436,207073
7436,203894
7436,382894
7436,391249
7436,222231
7436,268416
7436,336269
7436,343548
7436,211892
7436,274368
7436,54617
7436,198401
7436,118127
7436,327182
7436,433989
7436,142857
7436,136998
7436,84449
7436,244977
7436,305922
7436,188267
7436,304131
7436,106124
7436,454025
7436,86678
7436,309988
7436,74258
7436,132700
7436,131354
7436,200853
7436,7393
7436,219821
7436,95428
7436,382195
7436,258313
7436,180936
7436,63563
7436,145244
7436,223622
7436,36142
7436,279204
7436,374852
7436,105191
7436,234734
7436,225224
7436,219905
7436,150731
7436,165335
7436,262935
7436,168468
7436,287933
7436,280821
7436,211542
7436,333609
7436,404102
7436,305258
7436,330895
7436,227578
7436,382518
7436,147057
7436,192275
7436,264817
7436,392342
7436,258022
7436,339526
7436,363738
7436,351364
7436,306315
7436,156885
7436,379962
7436,456557
7436,194608
7436,205060
7436,297172
7436,451254
7436,77695
7436,408372
7436,315180
7436,179111
7436,206797
7436,232690
7436,23699
7436,405963
7436,451360
7436,156332
7436,309364
7436,287529
7436,223870
7436,366295
7436,453352
7436,435097
7436,450574
7436,323579
7436,95273
7436,363791
7436,224232
7436,181584
7436,225460
7436,25633
7436,422226
7436,440164
7436,453641
7436,152352
7436,255481
7436,384560
7436,220699
7436,188852
7436,394587
7436,411962
7436,58418
7436,217317
7436,280421
7436,413484
7436,92760
7436,235944
7436,332905
7436,198605
7436,223502
7436,416870
7436,416297
7436,352561
7436,245586
7436,259694
7436,412961
7436,439610
7436,207196
7436,363816
7436,66808
7436,149359
7436,231610
7436,447342
7436,411776
7436,7437
7436,109065
7436,213712
7436,323702
7436,255605
7436,340649
7436,85938
7436,233609
7436,229134
7436,443778
7436,432324
7436,241467
7436,448181
7436,224548
7436,421710
7436,40145
7436,74843
7436,69661
7436,401024
7436,235158
7436,304957
7436,144889
7436,194669
7436,246317
7436,423026
7436,87369
7436,391485
7436,445396
7436,258958
7436,354060
7436,29909
7436,299467
7436,451263
7436,139851
7436,446886
7436,425790
7436,404224
7436,447102
7436,383433
7436,124618
7436,379255
7436,431445
7436,132113
7436,366235
7436,391202
7436,413249
7436,412556
7436,186648
7436,114234
7436,153636
7436,128162
7436,388013
7436,128550
7436,217464
7436,244961
7436,234928
7436,246629
7436,343938
7436,154267
7436,86259
7436,293339
7436,213066
7436,349688
7436,379682
7436,379490
7436,326533
7436,245913
7436,437015
7436,65617
7436,22281
7436,172094
7436,245585
7436,172395
7436,397720
7436,336824
7436,189860
7436,288788
7436,195803
7436,47966
7436,315088
7436,411207
7436,318718
7436,177162
7436,114674
7436,252227
7436,217193
7436,164623
7436,207072
7436,63076
7436,271591
7436,120295
7436,185471
7436,205074
7436,147948
7436,199927
7436,184325
7436,222838
7436,228371
7436,16309
7436,164591
7436,287635
7436,201197
7436,152176
7436,192433
7436,367123
7436,305840
7436,129561
7436,350335
7436,99622
7436,364737
7436,336270
7436,193233
7436,446248
7436,184228
7436,226440
7436,444365
7436,382467
7436,14345
7436,43063
7436,269891
7436,383117
7436,424375
7436,392733
7436,143730
7436,239655
7436,376630
7436,127939
7436,227704
7436,18729
7436,170007
7436,229135
7436,189312
7436,181812
7436,112609
7436,450423
7436,149746
7436,371825
7436,393347
7436,285901
7436,239353
7436,357989
7436,401035
7436,380851
7436,112386
7436,373517
7436,449375
7436,225129
7436,13671
7436,365330
7436,269759
7436,262934
7436,155657
7436,409758
7436,430697
7436,390409
7436,290174
7436,129901
7436,288693
7436,74830
7436,166118
7436,451157
7436,446355
7436,61803
7436,432210
7436,410028
7436,61526
7436,38245
7436,208318
7436,244960
7436,349251
7436,58201
7436,362324
7436,170015
7436,287336
7436,367402
7436,216994
7436,151460
7436,207499
7436,124622
7436,72904
7436,336160
7436,50773
7436,181376
7436,237671
7436,288675
7436,426412
7436,50960
7436,204122
41863,9906
9906,49992
9906,160657
9906,100769
9906,214589
9906,9162
9906,202428
9906,242911
9906,7878
9906,255086
9906,81737
9906,18143
9906,120221
9906,386981
9906,214274
9906,36417
9906,188336
9906,434020
9906,95712
9906,29209
9906,53911
9906,89707
9906,44687
9906,2280
47217,857
47217,12169
47217,9707
47217,4200
857,153798
857,77695
857,231191
857,5595
857,230808
857,224014
857,93414
857,172997
857,60914
857,164589
857,301547
857,375578
857,259749
857,177140
857,114619
857,304944
857,172805
857,325632
857,299037
857,54060
857,45321
857,263446
857,230501
857,69451
857,201203
857,46949
857,228285
857,267824
857,455322
857,76903
857,261211
857,58676
857,229019
857,283072
857,167924
857,90849
857,415126
857,5963
857,255068
857,245119
857,126715
857,11960
857,176255
857,85337
857,142824
857,205213
857,295689
857,152428
857,10312
857,80507
857,391803
857,233424
857,88128
857,11553
857,92796
857,237138
857,188095
857,62421
857,244918
857,131409
857,8614
857,122142
857,48374
857,91449
857,83857
857,290771
857,214987
857,345071
857,12637
857,337398
857,27596
857,238797
857,447874
857,245275
857,6239
857,95349
857,251706
857,106744
857,264923
857,28869
857,289699
857,338639
857,194970
857,38754
857,257117
857,85922
857,154899
857,186782
857,152176
857,126515
857,97360
857,256194
857,27205
857,195247
857,330636
857,431879
857,142245
857,95163
857,246116
857,5611
857,41603
857,209385
857,15736
857,367501
857,336235
857,234322
857,218396
857,93424
857,240369
857,200618
857,126838
857,422737
857,162027
857,142436
857,135281
857,393800
857,274713
857,6723
857,411047
857,293883
857,162509
857,55426
857,219579
857,347668
857,149893
857,263831
857,305955
857,45255
857,146039
857,129843
857,50241
857,214933
857,175417
857,52636
857,5669
857,216541
857,147614
857,201431
857,244919
857,128732
857,166263
857,362885
857,209970
857,356119
857,57765
857,414284
857,204139
857,230086
857,427772
857,450649
857,354647
857,27443
857,65950
857,335625
857,203245
857,158549
857,220607
857,294306
857,394734
857,136457
857,64021
857,271174
857,163156
857,366109
857,258269
857,80051
857,339024
857,196658
857,269519
857,143567
857,212000
857,368451
857,35734
857,259146
857,202933
857,211108
857,352382
857,226889
857,12881
857,119854
857,230956
857,33351
857,181295
857,385939
857,403259
857,282844
857,273701
857,307730
857,40075
857,293950
857,173190
857,121963
857,215464
857,113385
857,152882
857,47851
857,448858
857,213219
857,196966
857,176129
857,205546
857,226082
857,202155
857,375249
857,286870
857,159262
857,323648
857,211309
857,182912
857,39626
857,370044
857,80656
857,26660
857,36817
857,46241
857,386209
857,50663
857,385900
857,133904
857,261699
857,172475
857,231117
857,151017
857,438020
857,351580
857,194708
857,92762
857,197022
857,73303
857,139457
857,70807
857,398224
857,237350
857,221082
857,127653
857,165290
857,11319
857,240071
857,80236
857,436189
857,431650
857,290195
857,37753
857,226183
857,299545
857,403945
857,182500
857,295806
857,240227
857,416348
857,137847
857,45954
857,428589
857,265124
857,90862
857,391092
857,30027
857,41538
857,23460
857,253661
857,371049
857,425498
857,422035
857,257803
857,165650
857,251441
857,226068
857,438187
857,1474
857,36751
857,329108
857,348837
857,444722
857,213260
857,200337
857,170535
857,127832
857,282373
857,180884
857,58783
857,170029
857,423531
857,40410
857,89096
857,401296
857,181308
857,11498
857,180309
857,418894
857,172656
857,39859
857,157119
857,148294
857,143351
857,404966
857,418327
857,3346
857,440290
857,375063
857,184023
857,313479
857,94270
857,67298
857,222010
857,152593
857,229121
857,332216
857,98633
857,30323
857,155292
857,24299
857,91184
857,154659
857,347448
857,428088
857,25412
857,45724
857,402122
857,49166
857,152396
857,127466
857,163343
857,138529
857,48572
857,2409
857,195745
857,360933
857,404116
857,36328
857,393399
857,449494
857,45574
857,345460
857,154542
857,317762
857,154851
857,224766
857,56104
857,268202
857,24623
857,199381
857,108578
857,65347
857,227774
857,216814
857,28241
857,178626
857,426295
857,145142
857,267840
857,205547
857,98109
857,86009
857,138300
857,261712
857,138337
857,396297
857,394738
857,127924
857,98890
857,95027
857,96794
857,235029
857,93369
857,84131
857,326056
857,414298
857,90382
857,12859
857,154191
857,255408
857,7624
857,65138
857,149711
857,14184
857,445382
857,121081
857,447352
857,455843
857,212808
857,283794
857,7623
857,88355
857,214007
857,372929
857,125844
857,213505
857,189769
857,427750
857,27763
857,279139
857,66932
857,107711
857,122479
857,164855
857,29121
857,97433
857,71888
857,18180
857,87003
857,104172
857,70760
857,123410
857,73237
857,160036
857,137689
857,87898
857,148578
857,239148
857,99720
857,345285
857,133531
857,269590
857,385573
857,176549
857,80113
857,156694
857,177664
857,358835
857,358062
857,44281
857,257490
857,36854
857,228328
857,144751
857,60595
857,390721
857,40886
857,102881
857,325463
857,81902
857,130358
857,416192
857,373449
857,162458
857,11101
857,145688
857,81602
857,108605
857,190155
857,17339
857,378539
857,221487
857,184885
857,18395
857,260194
857,425902
857,356330
857,132660
857,215915
857,128751
857,144378
857,233049
857,452323
857,391321
857,37358
857,140368
857,394091
857,174380
857,7340
857,408887
857,218762
857,115736
857,96446
857,101629
857,326048
857,357181
857,197946
857,12046
857,82847
857,284713
857,189701
857,435101
857,370257
857,183885
857,245177
857,112644
857,208409
857,227268
857,261871
857,77379
857,332905
857,41988
857,358300
857,419396
857,261864
857,347415
857,289050
857,300150
857,255281
857,356278
857,163230
857,238369
857,184777
857,253654
857,263477
857,151276
857,183840
857,138128
857,208330
857,61698
857,11306
857,263543
857,217638
857,129960
857,452771
857,150470
857,123444
857,243997
857,2405
857,151013
857,85813
857,26035
857,167371
857,2716
857,237439
857,171320
857,206788
857,441658
857,274400
857,38535
857,252331
857,317937
857,57362
857,130655
857,382166
857,298260
857,369173
857,312456
857,251496
857,61684
857,189107
857,30406
857,25737
857,245670
857,191414
857,33004
857,390342
857,75407
857,207973
857,115860
857,205154
857,440231
857,149477
857,200374
857,225134
857,259333
857,233657
857,135355
857,242189
857,426698
857,44680
857,73516
857,77523
857,269112
857,133903
857,46824
857,82869
857,407705
857,118973
857,233352
857,323904
857,140939
857,23637
857,449383
857,141567
857,141163
857,96389
857,319787
857,226566
857,378013
857,108748
857,379357
857,446497
857,229536
857,289305
857,129891
857,342780
857,441248
857,148012
857,169029
857,213990
857,57695
857,251390
857,417520
857,143684
857,181850
857,123722
857,57003
857,68897
857,189099
857,231306
857,342818
857,221855
857,234990
857,99683
857,221381
857,185984
857,169115
857,185992
857,365755
857,77439
857,206295
857,233157
857,237551
857,56480
857,193517
857,230309
857,28375
857,414530
857,259279
857,440869
857,194431
857,237472
857,250264
857,189312
857,324485
857,151451
857,37581
857,167514
857,6800
857,91182
857,184712
857,141743
857,437387
857,116038
857,366113
857,385813
857,148062
857,257945
857,174658
857,195189
857,153226
857,241898
857,140277
857,214259
857,444762
857,326055
857,7529
857,164099
857,367697
857,293035
857,89207
857,227641
857,345225
857,431797
857,124947
857,1491
857,376338
857,111353
82945,64997
82945,50308
82945,6940
82945,31850
82945,57105
82945,50297
82945,117424
82945,14557
82945,109175
64997,236605
64997,195972
64997,50311
20919,34963
20919,27734
20919,71516
20919,14682
20919,71524
20919,34711
20919,56652
20919,328165
20919,340130
20919,57279
20919,53350
20919,99182
20919,69123
20919,31670
20919,4893
20919,99036
20919,80247
20919,28145
20919,14565
20919,33654
20919,56034
20919,56078
20919,56271
20919,157095
20919,261369
20919,110282
20919,392197
20919,28137
20919,125087
20919,246680
20919,84172
20919,156264
20919,412698
20919,63259
20919,101547
20919,98900
20919,35344
20919,37486
20919,327574
20919,71229
20919,72836
20919,320390
34963,150043
34963,90730
34963,96803
34963,26186
34963,21038
34963,125681
34963,109672
34963,53336
34963,349005
34963,392331
34963,60154
34963,121168
34963,362065
34963,61227
34963,410740
34963,410898
34963,167048
34963,312490
34963,354353
34963,361693
34963,352431
34963,275036
34963,121162
34963,254680
34963,331938
34963,400271
34963,16333
34963,346610
34963,336457
34963,116637
34963,379971
34963,342910
34963,421043
34963,405895
34963,385598
34963,386298
34963,386093
34963,409051
34963,280163
34963,348691
